传说公益,#genre#
延庆电视台,http://114.254.189.28:9999/udp/239.3.1.187:8001
延庆电视台,http://123.115.117.113:9000/udp/239.3.1.187:8001
延庆电视台,http://114.246.182.194:4022/udp/239.3.1.187:8001
快乐垂钓,http://114.254.189.28:9999/udp/239.3.1.164:8001
快乐垂钓,http://123.115.117.113:9000/udp/239.3.1.164:8001
快乐垂钓,http://114.246.182.194:4022/udp/239.3.1.164:8001
戏曲,http://114.254.189.28:9999/udp/239.3.1.78:4120
戏曲,http://123.115.117.113:9000/udp/239.3.1.78:4120
戏曲,http://114.246.182.194:4022/udp/239.3.1.78:4120
房山电视台,http://114.254.189.28:9999/udp/239.3.1.96:8001
房山电视台,http://123.115.117.113:9000/udp/239.3.1.96:8001
房山电视台,http://114.246.182.194:4022/udp/239.3.1.96:8001
收视指南,http://114.254.189.28:9999/udp/239.3.1.193:8012
收视指南,http://123.115.117.113:9000/udp/239.3.1.193:8012
收视指南,http://114.246.182.194:4022/udp/239.3.1.193:8012
早教,http://114.254.189.28:9999/udp/239.3.1.79:4120
早教,http://123.115.117.113:9000/udp/239.3.1.79:4120
早教,http://114.246.182.194:4022/udp/239.3.1.79:4120
星影,http://114.254.189.28:9999/udp/239.3.1.94:4120
星影,http://123.115.117.113:9000/udp/239.3.1.94:4120
星影,http://114.246.182.194:4022/udp/239.3.1.94:4120
朝阳融媒,http://114.254.189.28:9999/udp/239.3.1.163:8001
朝阳融媒,http://123.115.117.113:9000/udp/239.3.1.163:8001
朝阳融媒,http://114.246.182.194:4022/udp/239.3.1.163:8001
武侠剧场,http://114.254.189.28:9999/udp/239.3.1.90:4120
武侠剧场,http://123.115.117.113:9000/udp/239.3.1.90:4120
武侠剧场,http://114.246.182.194:4022/udp/239.3.1.90:4120
武术,http://114.254.189.28:9999/udp/239.3.1.87:4120
武术,http://123.115.117.113:9000/udp/239.3.1.87:4120
武术,http://114.246.182.194:4022/udp/239.3.1.87:4120
每日影院,http://114.254.189.28:9999/udp/239.3.1.111:8001
每日影院,http://123.115.117.113:9000/udp/239.3.1.111:8001
每日影院,http://114.246.182.194:4022/udp/239.3.1.111:8001
淘BABY,http://114.254.189.28:9999/udp/239.3.1.238:8001
淘BABY,http://123.115.117.113:9000/udp/239.3.1.238:8001
淘BABY,http://114.246.182.194:4022/udp/239.3.1.238:8001
淘剧场,http://114.254.189.28:9999/udp/239.3.1.95:8001
淘剧场,http://123.115.117.113:9000/udp/239.3.1.95:8001
淘剧场,http://114.246.182.194:4022/udp/239.3.1.95:8001
淘娱乐,http://114.254.189.28:9999/udp/239.3.1.100:8001
淘娱乐,http://123.115.117.113:9000/udp/239.3.1.100:8001
淘娱乐,http://114.246.182.194:4022/udp/239.3.1.100:8001
淘电影,http://114.254.189.28:9999/udp/239.3.1.250:8001
淘电影,http
